freq,c_dest,purpose,duration,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FOR,PER,N1-3,INAC_OTH,NR,IE	1440737 	1481213 	1488794 	1573439 	1572400 	2025638 	2204700 	2218865 	757300 	628369 	2398771 	3089055 	3694398 
A,FOR,PER,N1-3,INAC_OTH,NR,IT	3371504 	2381599 	2498814 b	2570124 	2467363 	3068314 	3313624 	3120915 	756194 	681336 	1677660 	1808073 	2081178 
A,FOR,PER,N1-3,INAC_OTH,NR,LT	437053 	448477 	430686 	445482 	467922 	448611 	487839 	522906 	155839 	165786 	329521 	383291 	405564 
A,FOR,PER,N1-3,INAC_OTH,NR,LU	53734 	491504 	603412 	552818 	453780 	695785 	760567 	124365 	446470 	556782 	847070 	978687 	945379 
A,FOR,PER,N1-3,INAC_OTH,NR,LV	51209 u	38744 u	67074 u	42362 u	45075 u	44232 u	49901 u	46181 u	: u	: u	53866 u	45336 u	66394 
A,FOR,PER,N1-3,INAC_OTH,NR,ME	: 	: 	: 	: 	196302 	163437 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N1-3,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	13403 u	: u	14012 u	: 	: 	: 
A,FOR,PER,N1-3,INAC_OTH,NR,MT	46841 	59273 	57048 b	12925 u	7488 u	102008 	123610 	19954 	: u	: u	13647 u	20347 	23588 
A,FOR,PER,N1-3,INAC_OTH,NR,NL	595674 	487786 	560078 	494544 	504455 	573904 	469194 	630734 	186393 	403278 	691229 	742269 	797001 
A,FOR,PER,N1-3,INAC_OTH,NR,NO	: 	2037051 	2288247 	2216416 	1960761 	2014927 	2170791 	: 	: 	498497 	2010355 	1921691 	395779 
A,FOR,PER,N1-3,INAC_OTH,NR,PL	1700825 	1683933 	1598368 b	1776437 	1845190 	1947431 	1993440 	2133866 	991610 	1034147 	1788522 	2018404 	2340667 
A,FOR,PER,N1-3,INAC_OTH,NR,PT	60995 	72476 	263395 	34664 u	68768 	272137 	50258 	85734 	: u	24245 u	74409 	771213 	67253 
A,FOR,PER,N1-3,INAC_OTH,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PER,N1-3,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N1-3,INAC_OTH,NR,SE	: 	: 	2995149 	3126353 	2882490 	4631094 	4058215 	3805411 	1101800 	1245929 	3086806 	: 	4306830 
A,FOR,PER,N1-3,INAC_OTH,NR,SI	144601 	176618 	140899 	210126 	208656 	1277136 	1193894 	1318528 	415292 	98873 	80072 	218430 	227722 
A,FOR,PER,N1-3,INAC_OTH,NR,SK	431300 	320288 b	674033 	497727 	746000 	1043141 	1317056 	1487940 	355323 	424232 	1114088 	1436391 	1571781 
A,FOR,PER,N1-3,INAC_OTH,NR,UK	7065007 	7318438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N1-3,UNE,NR,AL	: 	: 	: 	: 	: 	36554 	: 	33696 	29339 u	: 	: 	: 	: 
A,FOR,PER,N1-3,UNE,NR,AT	: u	: u	: u	59240 u	57628 u	57818 u	: u	49538 u	72438 u	: u	: u	123655 	89888 u
A,FOR,PER,N1-3,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	61273 u	101951 u	104536 	103970 u
A,FOR,PER,N1-3,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,FOR,PER,N1-3,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,FOR,PER,N1-3,UNE,NR,EE	: u	18662 u	20580 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PER,N1-3,UNE,NR,ES	238928 	245045 	262413 	344029 b	318728 	291892 	353058 	446328 	178500 	90318 u	247066 	185957 	252020 
A,FOR,PER,N1-3,UNE,NR,FI	69624 u	106690 u	102994 u	109440 u	166306 u	134470 u	: u	99856 u	: u	: u	: u	74315 u	112083 u
A,FOR,PER,N1-3,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	120114 u
A,FOR,PER,N1-3,UNE,NR,HR	: 	: 	116443 	105335 u	: 	97584 	: 	74175 	: u	: 	: 	: 	: 
A,FOR,PER,N1-3,UNE,NR,LU	25193 	: 	: 	: 	: 	: 	: 	13463 u	: 	: 	: 	: 	: 
A,FOR,PER,N1-3,UNE,NR,LV	: u	: u	27666 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PER,N1-3,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	8009 u	: u	: u	: 	: 	: 
A,FOR,PER,N1-3,UNE,NR,MT	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u
A,FOR,PER,N1-3,UNE,NR,NL	139799 	172176 	168339 	136019 	189256 	138517 	91701 u	105202 	: u	93626 u	66628 u	: u	82889 u
A,FOR,PER,N1-3,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,FOR,PER,N1-3,UNE,NR,PT	: u	: u	: 	24028 u	42191 u	: u	21996 u	15575 u	: u	: u	28190 u	: u	15672 u
A,FOR,PER,N1-3,UNE,NR,RO	: 	: 	: 	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u
A,FOR,PER,N1-3,UNE,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N1-3,UNE,NR,SI	68320 	90419 	40326 u	72156 u	51758 u	: 	: 	: 	: 	58580 	28949 u	61738 	55031 u
A,FOR,PER,N_GE1,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	828267 	: 	949658 	284247 	: 	: 	: 	: 
A,FOR,PER,N_GE1,ACT_INAC,NR,AT	8986436 	8557840 	8767633 	8709870 	9619462 	9752381 	9661631 	10076766 	3276179 	6567680 	12332652 	14297576 	14495559 
A,FOR,PER,N_GE1,ACT_INAC,NR,BE	7673540 	9636505 	9864730 	9739448 	11796855 	11000455 b	11923737 	12955274 	5414957 	6804804 	12476289 	13346028 	14068549 
A,FOR,PER,N_GE1,ACT_INAC,NR,BG	417654 	483363 	566592 	483477 	545006 	697120 	877630 	1041623 	175336 	156184 	811044 	1046194 	1316832 
A,FOR,PER,N_GE1,ACT_INAC,NR,CH	10665738 	11621877 	11526105 	12751742 	12968916 	14274738 	14380484 	12335815 	5926758 	6110140 	10866989 	: 	: 
A,FOR,PER,N_GE1,ACT_INAC,NR,CY	947499 	909179 	998220 	915955 	1020710 	1131315 	1188517 	1261390 	385768 	389006 	1067094 	1435181 	1509617 
A,FOR,PER,N_GE1,ACT_INAC,NR,CZ	5419360 	5304202 	5245220 	5444234 	5551842 	6257053 	6841113 	6771389 	2225391 	3097221 	6573526 	7414892 	7200288 
A,FOR,PER,N_GE1,ACT_INAC,NR,DE	69689109 	76408381 	73447789 	74580160 	80716945 	80587197 	97140538 	89878453 	33249934 	45366381 	79951245 	93602483 	104798418 
A,FOR,PER,N_GE1,ACT_INAC,NR,DK	6005897 	7065345 b	7307355 	7296479 	6864949 	6575065 	5483245 	9248060 	3204590 	2794701 	5319112 	5767726 	10311994 
A,FOR,PER,N_GE1,ACT_INAC,NR,EE	909937 	893467 	1029906 	911002 	916529 	960550 	1566425 	1301267 	420856 	439065 	951019 	1226683 	1230765 
A,FOR,PER,N_GE1,ACT_INAC,NR,EL	520872 	547366 	631374 	611108 	601828 	620878 	794522 	839751 	272380 	345543 	851032 	927394 	998100 
A,FOR,PER,N_GE1,ACT_INAC,NR,ES	9183640 	8228858 	8690930 	11083565 b	11691070 	12780069 	14464132 	15246570 	3919804 	5432872 	12357376 	14210462 	16377007 
A,FOR,PER,N_GE1,ACT_INAC,NR,FI	7126566 	7023765 	7062051 	7260303 	7277431 	7614025 	7413119 	7352518 	1959602 	1513859 	5200560 	6113956 	6172319 
A,FOR,PER,N_GE1,ACT_INAC,NR,FR	21666911 	22284136 	24164544 	21166224 	20971275 	24469849 	26215942 	25937782 	9226555 	11020854 	23321315 	29014113 	29797581 
A,FOR,PER,N_GE1,ACT_INAC,NR,HR	2173381 	2358676 	2026314 	2065800 	1211400 	1505557 	1558584 	1826152 	430561 	533276 	1145835 	1732016 	1877175 
A,FOR,PER,N_GE1,ACT_INAC,NR,HU	3567594 	3694925 	4301971 	4983165 	5610743 	6041587 	6870708 	7278410 	2299581 	2514448 	4909581 	5610040 	6080487 
A,FOR,PER,N_GE1,ACT_INAC,NR,IE	5007475 	4938543 	4921151 	5197900 	5577673 	6229409 	6489313 	7117047 	1806497 	1840775 	6964201 	8403634 	10714769 
A,FOR,PER,N_GE1,ACT_INAC,NR,IT	12024406 	9948283 	9658271 b	8555393 	8809882 	9966799 	11995399 	12799348 	2800956 	3522248 	8559087 	8628436 	8991235 
A,FOR,PER,N_GE1,ACT_INAC,NR,LT	1387157 	1425809 	1424229 	1474698 	1540126 	1583558 	1758578 	1843571 	505251 	618256 	1479410 	1652003 	1747596 
A,FOR,PER,N_GE1,ACT_INAC,NR,LU	1311703 	1351647 	1515500 	1451510 	1393476 	1943068 	2033621 	2043013 	1252202 	1636872 	2505254 	2641217 	2654687 
A,FOR,PER,N_GE1,ACT_INAC,NR,LV	1116903 	965816 	1196966 	1087335 	1053837 	1108919 	1193122 	1261366 	381353 	430004 	1174842 	1475941 	1550731 
A,FOR,PER,N_GE1,ACT_INAC,NR,ME	: 	: 	: 	: 	495102 	430217 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	369672 	80464 	255098 	: 	: 	: 
A,FOR,PER,N_GE1,ACT_INAC,NR,MT	237227 	272927 	289822 b	317216 	334007 	435351 	514576 	558365 	150179 	224778 	508838 	657938 	707242 
A,FOR,PER,N_GE1,ACT_INAC,NR,NL	16705105 	16313778 	16269816 	16119086 	16774912 	18412469 	18782568 	19581411 	6576815 	10931198 	21484343 	23196041 	22906722 
A,FOR,PER,N_GE1,ACT_INAC,NR,NO	: 	6318676 	7471803 	7187410 	6633205 	6983396 	6521289 	: 	: 	1667191 	6725564 	6159720 	7313406 
A,FOR,PER,N_GE1,ACT_INAC,NR,PL	6807487 	8394793 	9475917 b	10105801 	10411789 	10893400 	11580188 	12337914 	5486659 	5956581 	10513005 	12216343 	13215311 
A,FOR,PER,N_GE1,ACT_INAC,NR,PT	981475 	994575 	1039425 	1200075 	1211813 	1517287 	1626535 	2069074 	512527 	683542 	1876802 	2381330 	2552900 
A,FOR,PER,N_GE1,ACT_INAC,NR,RO	771254 	954379 	1022350 	1012208 	1052572 	1062640 	1254374 	1565251 	394265 	904251 	1464900 	1887512 	2222404 
A,FOR,PER,N_GE1,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	688585 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,ACT_INAC,NR,SE	: 	: 	8339349 	8112535 	8254665 	17669196 	15413492 	14562866 	3480334 	4456967 	12887174 	: 	16198042 
A,FOR,PER,N_GE1,ACT_INAC,NR,SI	2079418 	2293665 	2249720 	2417122 	2436538 	2567579 	2696602 	2714948 	1049064 	1913501 	2845381 	3811803 	4271424 
A,FOR,PER,N_GE1,ACT_INAC,NR,SK	2386766 	1894077 b	1893353 	2247199 	2491471 	3141072 	3845726 	4397799 	832792 	1390612 	3005000 	3939299 	4368461 
A,FOR,PER,N_GE1,ACT_INAC,NR,UK	44624391 	46427359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EDUC,NR,AL	: 	: 	: 	: 	: 	77593 	: 	82123 	30739 u	: 	: 	: 	: 
A,FOR,PER,N_GE1,EDUC,NR,AT	1092531 	1154838 	1113781 	1063163 	1250462 	1140755 	1202373 	1179083 	353718 	709512 	1712955 	1478588 	1764898 
A,FOR,PER,N_GE1,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	818197 	1477446 	1441531 	1525814 
A,FOR,PER,N_GE1,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	108798 u	125436 	132474 
A,FOR,PER,N_GE1,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	1829732 	684795 	627656 	980937 	959444 	2318629 
A,FOR,PER,N_GE1,EDUC,NR,EE	98102 u	104266 	114805 	71293 	89298 	91590 	158013 	111406 	36324 u	35672 u	74043 	124331 	114918 
A,FOR,PER,N_GE1,EDUC,NR,ES	1121908 	1016879 	965750 	1168551 b	1272811 	1904437 	2065631 	2109725 	496955 	801164 	1245778 	1138004 	2127177 
A,FOR,PER,N_GE1,EDUC,NR,FI	988448 	789701 	923725 	803258 	932184 	744385 	1047724 	971729 	258355 	146765 u	682877 	798753 	807394 
A,FOR,PER,N_GE1,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	772808 	721252 	1855569 	4145003 	3812876 
A,FOR,PER,N_GE1,EDUC,NR,HR	: 	: 	508433 	446118 	: 	255826 	: 	300081 	50851 u	: 	: 	: 	: 
A,FOR,PER,N_GE1,EDUC,NR,LU	142976 	: 	: 	: 	: 	: 	: 	187280 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EDUC,NR,LV	161006 	115681 	160114 	108316 u	98977 	98722 u	115206 u	71451 u	: u	31020 u	96943 	121479 	143154 
A,FOR,PER,N_GE1,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	43352 	: u	25809 	: 	: 	: 
A,FOR,PER,N_GE1,EDUC,NR,MT	: 	: 	: 	37551 	70062 	: 	: 	47145 	11468 	15176 	29990 	37701 	38751 
A,FOR,PER,N_GE1,EDUC,NR,NL	1653702 	2002767 	1770323 	1850961 	1949644 	2622941 	2402434 	2424369 	738902 	1547154 	3344324 	3260998 	3518827 
A,FOR,PER,N_GE1,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	270665 
A,FOR,PER,N_GE1,EDUC,NR,PT	90802 	87671 	: 	152169 	135969 	59772 	208329 	278867 	80224 	81442 	232214 	: u	334216 
A,FOR,PER,N_GE1,EDUC,NR,RO	86611 	68616 u	74180 	72325 	95983 	87041 	88988 	103597 	: u	85556 u	135999 	351011 	416632 
A,FOR,PER,N_GE1,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EDUC,NR,SI	402289 	338728 	372086 	367244 	341737 	: 	: 	: 	: 	185207 	376909 	486606 	442033 
A,FOR,PER,N_GE1,EMP,NR,AL	: 	: 	: 	: 	: 	394526 	: 	516332 	135586 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EMP,NR,AT	5273623 	4940768 	5253966 	5300371 	5904956 	6151641 	6228167 	6236135 	2354465 	4727396 	8237141 	9378313 	9210115 
A,FOR,PER,N_GE1,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	4485033 	8187620 	8612798 	9168153 
A,FOR,PER,N_GE1,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	108761 	580869 	778667 	1005051 
A,FOR,PER,N_GE1,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	5641468 	1927824 	1647069 	3162099 	3636817 	6116730 
A,FOR,PER,N_GE1,EMP,NR,EE	637430 	630033 	712052 	699868 	688168 	720536 	1150784 	1004493 	329100 	332415 	754156 	927624 	934308 
A,FOR,PER,N_GE1,EMP,NR,ES	5635926 	4909349 	5412225 	7197784 b	7568151 	7963352 	9214423 	9640810 	2453208 	3389820 	8351796 	10006912 	10628406 
A,FOR,PER,N_GE1,EMP,NR,FI	4328602 	4149755 	4302233 	4518944 	4301819 	4776263 	4445312 	4446386 	1218100 	999082 	3453492 	3819803 	3769124 
A,FOR,PER,N_GE1,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	6269430 	7126929 	14704724 	17901192 	19297604 
A,FOR,PER,N_GE1,EMP,NR,HR	: 	: 	905505 	873989 	: 	760935 	: 	1041459 	226353 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EMP,NR,LU	861252 	: 	: 	: 	: 	: 	: 	1402821 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EMP,NR,LV	693567 	634354 	743083 	789236 	748476 	827636 	908584 	1003964 	272851 	329595 	877404 	1129537 	1190845 
A,FOR,PER,N_GE1,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	230367 	47142 	168688 	: 	: 	: 
A,FOR,PER,N_GE1,EMP,NR,MT	: 	: 	: 	201221 	221226 	: 	: 	404529 	116642 	176251 	397208 	495367 	542911 
A,FOR,PER,N_GE1,EMP,NR,NL	10187805 	9879565 	9823088 	9594215 	10352179 	11162651 	11898325 	12317028 	4482958 	7019102 	13739481 	14847819 	14167773 
A,FOR,PER,N_GE1,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5146140 
A,FOR,PER,N_GE1,EMP,NR,PT	595543 	472378 	: 	727230 	717755 	287372 	1022801 	1333726 	320090 	403812 	1235080 	44383 	1765429 
A,FOR,PER,N_GE1,EMP,NR,RO	570187 	709863 	749458 	765226 	774834 	803176 	995839 	1237665 	329738 	702635 	1157425 	1376319 	1633834 
A,FOR,PER,N_GE1,EMP,NR,RS	: 	: 	: 	: 	: 	: 	322979 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,EMP,NR,SI	1159177 	1417073 	1435135 	1439129 	1438821 	: 	: 	: 	: 	1307630 	1978081 	2565914 	3053359 
A,FOR,PER,N_GE1,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	193688 	: 	212541 	64637 	: 	: 	: 	: 
A,FOR,PER,N_GE1,INAC_OTH,NR,AT	2501213 	2388198 	2295149 	2211546 	2305804 	2344079 	2139906 	2491547 	415290 	1008634 	2033789 	3125177 	3244845 
A,FOR,PER,N_GE1,INAC_OTH,NR,BE	7673540 	9636505 	9864730 	9739448 	11796855 	11000455 b	11923737 	12955274 	5414957 	1297360 	2461124 	2896826 	2995227 
A,FOR,PER,N_GE1,INAC_OTH,NR,BG	417654 	483363 	566592 	483477 	545006 	697120 	877630 	1041623 	175336 	24245 u	104103 	129653 	146130 
A,FOR,PER,N_GE1,INAC_OTH,NR,CH	10665738 	11621877 	11526105 	12751742 	12968916 	14274738 	14380484 	12335815 	5926758 	6110140 	10866989 	: 	: 
A,FOR,PER,N_GE1,INAC_OTH,NR,CY	947499 	909179 	998220 	915955 	1020710 	1131315 	1188517 	1261390 	385768 	389006 	1067094 	1435181 	1509617 
A,FOR,PER,N_GE1,INAC_OTH,NR,CZ	5419360 	5304202 	5245220 	5444234 	5551842 	6257053 	6841113 	6771389 	2225391 	3097221 	6573526 	7414892 	7200288 
A,FOR,PER,N_GE1,INAC_OTH,NR,DE	69689109 	76408381 	73447789 	74580160 	80716945 	80587197 	97140538 	89878453 	33249934 	45366381 	79951245 	93602483 	104798418 
A,FOR,PER,N_GE1,INAC_OTH,NR,DK	6005897 	7065345 b	7307355 	7296479 	6864949 	6575065 	5483245 	1652149 	534929 	460835 	1045880 	1109873 	1812087 
A,FOR,PER,N_GE1,INAC_OTH,NR,EE	139171 u	117765 	158482 	112478 	107075 	119015 	201824 	158841 	45462 u	59445 	99789 	146200 	138065 
A,FOR,PER,N_GE1,INAC_OTH,NR,EL	520872 	547366 	631374 	611108 	601828 	620878 	794522 	839751 	272380 	345543 	851032 	927394 	998100 
A,FOR,PER,N_GE1,INAC_OTH,NR,ES	1583652 	1542394 	1540903 	1642412 b	1718366 	1890739 	2009970 	2196016 	531636 	752965 	1893055 	2096609 	2538822 
A,FOR,PER,N_GE1,INAC_OTH,NR,FI	1654393 	1841895 	1627119 	1698321 	1717966 	1767681 	1737486 	1675133 	397574 	290154 	934178 	1308471 	1286936 
A,FOR,PER,N_GE1,INAC_OTH,NR,FR	21666911 	22284136 	24164544 	21166224 	20971275 	24469849 	26215942 	25937782 	2109172 	3113481 	6625470 	6643559 	6463482 
A,FOR,PER,N_GE1,INAC_OTH,NR,HR	2173381 	2358676 	359551 	427708 	1211400 	293522 	1558584 	319579 	93577 	533276 	1145835 	1732016 	1877175 
A,FOR,PER,N_GE1,INAC_OTH,NR,HU	3567594 	3694925 	4301971 	4983165 	5610743 	6041587 	6870708 	7278410 	2299581 	2514448 	4909581 	5610040 	6080487 
A,FOR,PER,N_GE1,INAC_OTH,NR,IE	5007475 	4938543 	4921151 	5197900 	5577673 	6229409 	6489313 	7117047 	1806497 	1840775 	6964201 	8403634 	10714769 
A,FOR,PER,N_GE1,INAC_OTH,NR,IT	12024406 	9948283 	9658271 b	8555393 	8809882 	9966799 	11995399 	12799348 	2800956 	3522248 	8559087 	8628436 	8991235 
A,FOR,PER,N_GE1,INAC_OTH,NR,LT	1387157 	1425809 	1424229 	1474698 	1540126 	1583558 	1758578 	1843571 	505251 	618256 	1479410 	1652003 	1747596 
A,FOR,PER,N_GE1,INAC_OTH,NR,LU	225190 	1351647 	1515500 	1451510 	1393476 	1943068 	2033621 	416801 	1252202 	1636872 	2505254 	2641217 	2654687 
A,FOR,PER,N_GE1,INAC_OTH,NR,LV	188025 	148823 	205100 	126140 	124738 	127960 	126132 	134427 	43331 u	38911 u	157293 	163058 	175409 
A,FOR,PER,N_GE1,INAC_OTH,NR,ME	: 	: 	: 	: 	495102 	430217 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	56378 	13271 u	43885 	: 	: 	: 
A,FOR,PER,N_GE1,INAC_OTH,NR,MT	237227 	272927 	289822 b	75531 	39477 	435351 	514576 	102676 	18744 u	29487 	74706 	117933 	119322 
A,FOR,PER,N_GE1,INAC_OTH,NR,NL	4139646 	3623964 	3728368 	3755523 	3468135 	4041410 	3966197 	4333124 	1249699 	2061773 	4146389 	4528257 	4771986 
A,FOR,PER,N_GE1,INAC_OTH,NR,NO	: 	6318676 	7471803 	7187410 	6633205 	6983396 	6521289 	: 	: 	1667191 	6725564 	6159720 	1598016 
A,FOR,PER,N_GE1,INAC_OTH,NR,PL	6807487 	8394793 	9475917 b	10105801 	10411789 	10893400 	11580188 	12337914 	5486659 	5956581 	10513005 	12216343 	13215311 
A,FOR,PER,N_GE1,INAC_OTH,NR,PT	229741 	370749 	1039425 	237799 	257482 	1131491 	329522 	384656 	79454 	143672 	324434 	2325173 	395486 
A,FOR,PER,N_GE1,INAC_OTH,NR,RO	101034 	164038 	183712 	159851 	170745 	160371 	154180 	219167 	38840 u	113104 	170934 	153572 	170594 
A,FOR,PER,N_GE1,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	105442 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,INAC_OTH,NR,SE	: 	: 	8339349 	8112535 	8254665 	17669196 	15413492 	14562866 	3480334 	4456967 	12887174 	: 	16198042 
A,FOR,PER,N_GE1,INAC_OTH,NR,SI	344906 	361258 	359599 	465071 	507782 	2567579 	2696602 	2714948 	1049064 	315715 	407849 	625604 	678065 
A,FOR,PER,N_GE1,INAC_OTH,NR,SK	2386766 	1894077 b	1893353 	2247199 	2491471 	3141072 	3845726 	4397799 	832792 	1390612 	3005000 	3939299 	4368461 
A,FOR,PER,N_GE1,INAC_OTH,NR,UK	44624391 	46427359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,UNE,NR,AL	: 	: 	: 	: 	: 	162459 	: 	138662 	53286 	: 	: 	: 	: 
A,FOR,PER,N_GE1,UNE,NR,AT	119069 u	74036 u	104736 u	134791 	158239 	115905 u	91185 u	170001 	152706 	122139 u	348767 	315498 	275701 
A,FOR,PER,N_GE1,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	204214 	350100 	394873 	379355 
A,FOR,PER,N_GE1,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	33177 u
A,FOR,PER,N_GE1,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	124711 u	: u	: u	130196 u	: u	: u
A,FOR,PER,N_GE1,UNE,NR,EE	35234 u	41402 u	44567 	27363 u	31989 u	29410 u	55805 u	26527 u	: u	: u	23032 u	28528 u	43475 u
A,FOR,PER,N_GE1,UNE,NR,ES	842154 	760236 	772051 	1074819 b	1131741 	1021541 	1174109 	1300018 	438004 	488923 	866747 	968937 	1082601 
A,FOR,PER,N_GE1,UNE,NR,FI	155122 u	242413 	208975 	239781 	325462 	325696 	182598 u	259270 	85572 u	: u	130013 u	186929 	308864 
A,FOR,PER,N_GE1,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	135553 u	324359 u	223618 u
A,FOR,PER,N_GE1,UNE,NR,HR	: 	: 	252826 	317984 	: 	195273 	: 	165033 	59781 u	: 	: 	: 	: 
A,FOR,PER,N_GE1,UNE,NR,LU	82285 	: 	: 	: 	: 	: 	: 	36111 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,UNE,NR,LV	74304 u	66957 u	88670 u	63642 u	81646 u	54600 u	43199 u	51524 u	: u	30478 u	43202 u	61867 u	41323 u
A,FOR,PER,N_GE1,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	39575 	11638 u	16716 u	: 	: 	: 
A,FOR,PER,N_GE1,UNE,NR,MT	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	6934 u	6937 u	6259 u
A,FOR,PER,N_GE1,UNE,NR,NL	723952 	807482 	948037 	918388 	1004954 	585467 	515611 	506890 	105256 	303169 	254149 	558967 	448137 
A,FOR,PER,N_GE1,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	298585 
A,FOR,PER,N_GE1,UNE,NR,PT	65389 	63777 	: 	82877 	100607 	38651 u	65883 	71825 	32759 u	54616 	85073 	: u	57769 
A,FOR,PER,N_GE1,UNE,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PER,N_GE1,UNE,NR,RS	: 	: 	: 	: 	: 	: 	129290 u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE1,UNE,NR,SI	173045 	176606 	82900 	145678 	148199 	: 	: 	: 	: 	104950 	82542 	133679 	97967 
A,FOR,PER,N_GE4,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	585820 	: 	665605 	155492 	: 	: 	: 	: 
A,FOR,PER,N_GE4,ACT_INAC,NR,AT	6168182 	5834435 	5917537 	5876843 	6401656 	6531145 	6374917 	6662012 	1923775 	4468928 	7868340 	9093139 	9434991 
A,FOR,PER,N_GE4,ACT_INAC,NR,BE	5516819 	7012162 	6979832 	6706449 	8052872 	7502786 b	8186624 	9029837 	3931466 	5056564 	8997947 	9394162 	10358353 
A,FOR,PER,N_GE4,ACT_INAC,NR,BG	282408 	321345 	376661 	352530 	395159 	518670 	593303 	694531 	115600 	97962 	612336 	722807 	793859 
A,FOR,PER,N_GE4,ACT_INAC,NR,CH	7441234 	7635402 	7881241 	8390483 	9029966 	9645337 	9696433 	8650272 	4310924 	4781805 	8076794 	: 	: 
A,FOR,PER,N_GE4,ACT_INAC,NR,CY	789571 	737537 	849916 	758982 	837274 	896055 	933210 	959715 	297516 	312610 	808902 	1092132 	1177057 
A,FOR,PER,N_GE4,ACT_INAC,NR,CZ	4368854 	4193023 	4064463 	4206423 	4276103 	4928299 	5038319 	5102526 	1639489 	2599992 	5254261 	5660910 	5719934 
