freq,c_dest,purpose,duration,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,EU27_2020_FOR,PER,N_GE1,EDUC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	161865 	324808 	354921 	334941 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	53069 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1994297 	4140777 	6767541 	7434943 	7258875 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3965427 	7010770 	7214417 	7445550 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	55854 u	328038 	539158 	621375 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1337055 	1448474 	2404662 	2814215 	4684985 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	219207 	223645 	546421 	655432 	662159 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1567615 	2325813 	5494594 	6279358 	6711335 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	917130 	820587 	2805530 	3018307 	2991514 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4147130 	5694900 	10474237 	12127563 	12552603 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	119591 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	220334 	254578 	669251 	803845 	856090 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	20895 u	77535 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	85572 	146739 	315007 	390457 	412337 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	3639804 	6258610 	10931557 	11718506 	11039419 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4202732 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	219814 	325259 	879342 	28200 u	1244488 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	289409 	608990 	997164 	1191834 	1469090 
A,EU27_2020_FOR,PER,N_GE1,EMP,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	1097958 	1619975 	1984816 	2471794 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	37110 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	351920 	908627 	1836691 	2580011 	2596423 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	4725487 	1193551 	2094354 	2414454 	2481344 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	106281 	: u	68026 	77245 	66985 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	5077041 	5189364 	9399768 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	252800 	298571 	767239 	1027870 	1094250 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	2094984 	2601456 	5277538 	5969617 	5610969 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	27454006 	37861817 	62702871 	69259601 	79197299 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	429595 	353885 	801306 	852961 	1304580 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	35345 u	34033 u	68691 	99662 	80288 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	136195 	195950 	480715 	541750 	608926 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	296077 	522150 	1081203 	1153782 	1535298 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	306444 	263816 	789477 	1126100 	1100263 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1285493 	2538634 	4830140 	4535030 	4231346 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	51256 	246873 	630558 	1013244 	1149189 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1905161 	1976433 	4091998 	4586607 	4812286 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	850525 	862625 	3979938 	4572925 	6296812 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1808737 	2718243 	5758578 	5503169 	5990256 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	337109 	421475 	910033 	1034779 	1115642 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1138384 	1476294 	2149224 	2241401 	2218483 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	87416 	97147 	118043 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	8517 u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	10993 u	23598 	53347 	88468 	86966 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1026523 	1870401 	3419311 	3726876 	3862177 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1485517 	5359893 	5138460 	1386284 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	4464113 	4859746 	8183800 	9233197 	9898754 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	52777 	118973 	219151 	1735361 	282575 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	36797 u	94184 	135128 	118026 	145632 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2307780 	3297295 	10547617 	: 	11231402 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	981099 	276316 	344830 	495614 	525642 
A,EU27_2020_FOR,PER,N_GE1,INAC_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	765137 	1289062 	2618100 	3214158 	3518594 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	26331 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	101130 u	: u	280190 u	229867 	187269 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	146934 	246702 	302227 	253652 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	18852 u	29498 u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	241908 	256876 	508158 	557819 	578570 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	147602 u	220306 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	224758 u	157339 u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	34742 u	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	27615 u	47052 u	32418 u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	6223 u	5532 u	: u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	91897 	250490 	196934 	347523 	238182 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	253341 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	19467 u	41464 	56614 	: u	41176 
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,EU27_2020_FOR,PER,N_GE1,UNE,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	52268 	41712 u	67596 	52757 u
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	100136 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1509525 	3796490 	6233127 	6767208 	6925161 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3334623 	4350720 	7328722 	7426213 	7933421 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	68327 u	52552 u	378662 	521871 	493439 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3544666 	3929534 	6714367 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	180892 	242093 	550931 	754261 	803427 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1519440 	2111287 	3975823 	4268272 	4180488 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	21093336 	29363917 	49730781 	54962819 	61079763 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1553903 	1647396 	2926009 	3131091 	5502843 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	150123 	181704 	356242 	461869 	495305 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	111301 	156144 	393202 	456314 	458101 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1375167 	2462203 	5110156 	5673381 	6412041 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	850854 	688714 	2939832 	2664833 	2649968 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3798503 	6495291 	11227270 	12382716 	12651139 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	143999 	134217 	308072 	474117 	487680 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	857661 	1118313 	2451744 	2851711 	3188323 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	616327 	736660 	3261539 	3613183 	4953463 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1161374 	2167764 	4449491 	4163488 	4307117 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	218640 	275113 	673348 	742527 	786705 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	710634 	942748 	1350771 	1321680 	1343109 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	112354 u	178813 	421007 	510101 	558354 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	24599 	85297 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	64006 	133694 	281737 	366564 	376445 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	4216625 	7301332 	12376177 	13065482 	12939473 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1000149 	3555443 	3433261 	3857496 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	3604206 	3879804 	6545573 	7410921 	7765607 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	213276 	392276 	856712 	1058926 	1226052 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	313939 	731231 	1128025 	1383861 	1699578 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1421067 	2289941 	7821988 	: 	8173462 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	579214 	954766 	1433954 	1576100 	1790123 
A,EU27_2020_FOR,PER,N_GE4,ACT_INAC,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	418864 	884063 	1532334 	1823443 	1997966 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	183070 	392410 	836894 	693488 	812377 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	564054 	861180 	825996 	957468 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	58866 u	71518 u	49604 u
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	293860 u	356401 	553315 	508779 	1320411 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	26866 u	46817 u	50194 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	177978 u	448627 	571393 	533836 	959447 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	98691 u	: u	399349 	350925 	321988 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	291717 	447326 	965056 	1807299 	1564918 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	45564 u	36820 u	60963 u
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	11236 u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	3966 u	9601 	18776 	22710 	20952 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	449662 	999033 	1819694 	1866629 	2052286 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	145052 u
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	33407 u	49682 	126359 	: u	163456 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	74920 u	115422 	227161 	330141 
A,EU27_2020_FOR,PER,N_GE4,EDUC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	97900 	198229 	208407 	202304 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	37057 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1047782 	2695891 	4147621 	4159707 	4189952 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2805658 	4725490 	4583693 	4895432 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	35444 u	255005 	382724 	381824 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	894911 	979921 	1658684 	1942852 	3146856 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	112047 	136622 	282410 	339289 	376107 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	889771 	1508656 	3412695 	3827645 	3940467 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	489616 	449143 	1969543 	1635625 	1577775 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2580647 	3950724 	6619058 	6990889 	7671261 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	62130 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	74948 u	133308 	306717 	393414 	413283 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	16299 u	58451 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	50271 	104429 	217105 	269930 	286282 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	2827599 	4648182 	7647101 	7923545 	7601978 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2517140 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	122287 	219305 	550208 	16040 u	813528 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	255502 	564570 	888662 	1040280 	1232087 
A,EU27_2020_FOR,PER,N_GE4,EMP,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	652924 	935949 	1019599 	1233532 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	32811 	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	239869 	663860 	1195752 	1795346 	1817839 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3334623 	893495 	1589643 	1811443 	1928890 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	68327 u	: u	56772 u	60299 	51039 u
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3544666 	3929534 	6714367 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	180892 	242093 	550931 	754261 	803427 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1519440 	2111287 	3975823 	4268272 	4180488 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	21093336 	29363917 	49730781 	54962819 	61079763 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	328056 	284395 	635829 	652755 	1011229 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	19914 u	22158 u	36875 u	65272 	50225 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	111301 	156144 	393202 	456314 	458101 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	192425 	314397 	786736 	888213 	1105039 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	214865 	152441 u	512305 	601893 	629274 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	883717 	2077700 	3571706 	3520616 	3358253 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	34976 u	134217 	308072 	474117 	487680 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	857661 	1118313 	2451744 	2851711 	3188323 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	616327 	736660 	3261539 	3613183 	4953463 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1161374 	2167764 	4449491 	4163488 	4307117 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	218640 	275113 	673348 	742527 	786705 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	710634 	942748 	1350771 	1321680 	1343109 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	54362 u	57381 	66280 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	8182 u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	8716 u	17299 u	42546 	69564 	65883 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	869728 	1473370 	2773949 	3024223 	3116726 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1000149 	3555443 	3433261 	1012346 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	3604206 	3879804 	6545573 	7410921 	7765607 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	43789 	95045 	149611 	1038281 	222079 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	32750 u	88784 	123940 	112361 	136936 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1421067 	2289941 	7821988 	: 	8173462 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	579214 	182116 	275873 	307445 	336362 
A,EU27_2020_FOR,PER,N_GE4,INAC_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	418864 	884063 	1532334 	1823443 	1997966 
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	18281 u	: 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	52860 u	118668 	104993 
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	87513 u	152409 	205080 	151631 
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	114993 u	190522 	339331 	423687 	407089 
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	76390 u	120930 u
A,EU27_2020_FOR,PER,N_GE4,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
