freq,duration,purpose,c_dest,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,N_GE4,PROF,FOR,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2699125 	3712297 	6369700 	5842793 	9303499 
A,N_GE4,PROF,FOR,EMP,NR,HR	: 	: 	3003174 	1047453 	: 	1788622 	: 	1397591 	238774 u	: 	: 	: 	: 
A,N_GE4,PROF,FOR,EMP,NR,LU	581295 	: 	: 	: 	: 	: 	: 	1071688 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,EMP,NR,LV	953616 	1218133 	459538 u	498953 u	614178 u	590836 u	872623 u	1425990 u	: u	693601 u	471451 u	1155453 	1180523 
A,N_GE4,PROF,FOR,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,N_GE4,PROF,FOR,EMP,NR,MT	: 	: 	: 	355561 	203562 	: 	: 	320676 	210601 	245063 	296395 	288509 	398471 
A,N_GE4,PROF,FOR,EMP,NR,NL	2567136 	3097259 	3809731 	3039107 	3752285 	5450379 	4084581 	5031981 	1638940 	1804593 	5240315 	7586200 	5922846 
A,N_GE4,PROF,FOR,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3585906 
A,N_GE4,PROF,FOR,EMP,NR,PT	1483560 	1948155 	: 	2260205 	1719080 	920839 	2546116 	2248839 	819145 	1265435 	1996652 	: u	1499842 
A,N_GE4,PROF,FOR,EMP,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,N_GE4,PROF,FOR,EMP,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,EMP,NR,SI	709871 	794389 	877755 	717774 	781521 	: 	: 	: 	: 	740283 	917108 	1085951 	830661 
A,N_GE4,PROF,FOR,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,FOR,INAC_OTH,NR,AT	432648 u	: u	388648 u	294157 u	: u	331552 u	: u	: u	: u	: u	: u	: u	521052 u
A,N_GE4,PROF,FOR,INAC_OTH,NR,BE	13795146 	4109505 	3441613 	3806287 	4851055 	3574455 b	5102503 	4568387 	3945198 	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,BG	373885 u	438797 u	: u	261870 u	: u	240344 u	311692 u	324183 u	: u	: u	: 	: 	: 
A,N_GE4,PROF,FOR,INAC_OTH,NR,CH	3584039 u	2990828 u	3886354 	3444601 	2821384 	2910630 	2465814 	5114922 	: u	: u	1029492 u	: 	: 
A,N_GE4,PROF,FOR,INAC_OTH,NR,CY	2192543 	894329 	1478260 	1170808 	927652 	1167149 	796367 	872121 	236510 u	426631 u	553293 	888392 	686125 
A,N_GE4,PROF,FOR,INAC_OTH,NR,CZ	1676241 	1205281 u	1348750 u	1589199 u	816890 u	1399632 u	1284904 	1746535 u	: u	: u	911451 u	741348 u	1244606 u
A,N_GE4,PROF,FOR,INAC_OTH,NR,DE	48441746 	46187076 	46838848 	29268738 	51044010 	49458567 	46202944 	43007817 	11463104 	24627356 	33384588 	33831794 	40498267 
A,N_GE4,PROF,FOR,INAC_OTH,NR,DK	5416094 	3259614 b	3503239 	4908622 	2556893 	4754119 	3578253 	: u	: 	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,EL	603280 	910439 	764339 	539496 	498346 	608737 	591729 	822783 	177153 u	: u	396434 	336597 	304568 
A,N_GE4,PROF,FOR,INAC_OTH,NR,ES	: u	203691 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,FR	12730196 	13076446 	10869082 	8062653 	9030016 	12997126 	11424409 	11189192 	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,HR	2038484 	4264879 	: u	: u	1825325 	: u	2439481 	: u	: 	772483 u	960302 	1061826 	780110 
A,N_GE4,PROF,FOR,INAC_OTH,NR,HU	1021532 	808831 	945979 	1079109 	1126662 	1003926 	598187 	1078079 	578080 	888338 	1459183 	1701212 	2217137 
A,N_GE4,PROF,FOR,INAC_OTH,NR,IE	1411953 	1531849 	1996202 	1864498 	3047901 	1805333 	1958097 	2323655 	729445 	: u	1268503 u	1794406 	2333626 
A,N_GE4,PROF,FOR,INAC_OTH,NR,IT	10517071 	3778714 u	8917118 b	7599001 u	10248825 u	7706122 u	14712397 	7974988 	: u	3216895 u	4135160 u	4475594 u	3997039 u
A,N_GE4,PROF,FOR,INAC_OTH,NR,LT	1578701 	1334635 	1364538 	1502332 	1592328 	1678009 	1844844 	1878922 	684204 	1073726 	2413006 	2784808 	2922119 
A,N_GE4,PROF,FOR,INAC_OTH,NR,LU	: u	564207 	612660 	426370 	325477 	1123531 	873377 	: 	751949 	1137422 	938642 	1479785 	1305719 
A,N_GE4,PROF,FOR,INAC_OTH,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,INAC_OTH,NR,ME	: 	: 	: 	: 	771098 u	805726 u	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,INAC_OTH,NR,MT	299950 	361422 	395132 b	: u	: u	334796 	398686 	: u	: 	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	298803 u	224433 u	: u	219050 u
A,N_GE4,PROF,FOR,INAC_OTH,NR,NO	: 	4589310 	5016444 	3757802 	3348741 	3462073 	3741160 	: 	: 	4318740 u	4330154 	2673611 	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,PL	17314152 	23765159 	6308040 b	7044484 	7021811 	8228671 	8764042 	8932386 	6017986 	6901565 	9559672 	7609002 	7726676 
A,N_GE4,PROF,FOR,INAC_OTH,NR,PT	: u	457790 u	1976515 	: u	: u	1310296 	: u	: u	: u	: u	: u	2577439 	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,RO	: 	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u	: 	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,INAC_OTH,NR,SE	: 	: 	2550278 u	1469786 u	1979472 u	10871239 	10287633 	6824508 	1953850 u	4702474 u	6571632 u	: 	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,SI	: u	: u	: u	: u	: u	738611 	1110277 	786957 	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,INAC_OTH,NR,SK	: u	: u	: u	: u	: u	: u	1999115 u	: u	: u	: u	863237 u	709897 u	1622568 u
A,N_GE4,PROF,FOR,INAC_OTH,NR,UK	33106515 	33538923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,UNE,NR,AL	: 	: 	: 	: 	: 	321022 u	: 	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,FOR,UNE,NR,AT	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,FOR,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 
A,N_GE4,PROF,FOR,UNE,NR,EE	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,UNE,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,FOR,UNE,NR,FI	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,N_GE4,PROF,FOR,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,N_GE4,PROF,FOR,UNE,NR,HR	: 	: 	2794415 u	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,FOR,UNE,NR,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,FOR,UNE,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,N_GE4,PROF,FOR,UNE,NR,PT	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,N_GE4,PROF,FOR,UNE,NR,SI	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1763355 u	940934 u	2416578 	2001287 	3126118 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2634644 u	2412015 u	2672570 	1943252 	2570469 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	341111 u	398178 u	199282 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5105283 u	14609883 u	18019845 	15918577 	26101211 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	1617367 u	4254708 u	1488028 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	255170 u	448400 u	407437 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	149753 u	141977 u	154347 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1365725 u	1451860 u	4009437 	4479376 	4113843 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1371462 u	1855517 u	2010576 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2859151 u	2176835 u	4642872 	4656980 	6973132 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	202252 u	: u	257040 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	183280 	455135 	540479 	614976 	625174 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	630154 	: u	927936 u	997227 u	1797610 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	191195 	285446 	674513 	979114 	980360 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	118907 u	167852 u	272897 	573509 	548878 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	520074 u	445307 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	90857 u	115233 u	127838 u	129022 	246959 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	924089 u	1149237 	2917726 	5652805 	2933193 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2495501 	717929 u	1490989 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1402792 	1199516 	2191880 	1782260 	2505689 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	291008 u	599694 u	985885 	1153963 	753398 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	357399 u	307158 u	334408 u	335141 u
A,N_GE4,PROF,NEU27_2020_FOR,ACT_INAC,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,EDUC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1366364 u	596912 u	1452014 	1618098 	2611881 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1947525 u	1809832 	1278360 	1865075 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	2488668 u	1186493 u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	413032 u	362405 u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	816463 u	1116511 u	2728025 	4336982 	3650433 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1155507 u	1809823 u	1770658 u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1764745 u	2176835 u	3770874 	4079399 	5663625 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	520074 u	445307 u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	78380 u	114087 u	127388 u	110334 	238116 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	657903 u	897961 	2736239 	5226663 	2835250 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1376248 u
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	400225 u	695206 	: u	636107 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,EMP,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	234058 u	236299 u	276246 u	302516 u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2634644 u	: 	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	341111 u	398178 u	199282 u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5105283 u	14609883 u	18019845 	15918577 	26101211 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	149753 u	141977 u	154347 u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	202252 u	: u	257040 u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	183280 	455135 	540479 	614976 	625174 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	630154 	: u	927936 u	997227 u	1797610 u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	191195 	285446 	674513 	979114 	980360 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	118907 u	167852 u	272897 	573509 	548878 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2495501 	717929 u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1402792 	1199516 	2191880 	1782260 	2505689 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	1119984 	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,INAC_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE4,PROF,NEU27_2020_FOR,UNE,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,N_GE4,PROF,WORLD,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	4206962 	: 	2503642 	391320 u	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,AT	7262447 	6929668 	8517591 	8619704 	7002877 	6659075 	5746416 	7004365 	5091425 	5225904 	8316034 	9082927 	9951500 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,BE	14415982 	4215144 	3521603 	3918450 	4898245 	3679858 b	5321297 	4889677 	4089073 	3973185 	5228893 	3864054 	4957601 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,BG	631098 u	845546 	291169 u	456720 u	596926 u	425996 u	597116 u	425268 u	: u	: u	298940 u	390984 u	281085 u
A,N_GE4,PROF,WORLD,ACT_INAC,NR,CH	3721383 u	3129346 u	4197837 	3764283 	3134547 	3098885 	2851658 	5401135 	3283000 u	4109206 u	1392004 u	: 	: 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,CY	2222519 	944037 	1497462 	1180519 	933786 	1173014 	808965 	910917 	269663 u	448955 u	560111 	902473 	718174 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,CZ	2301899 	2148799 	1934307 	1960741 	1459266 	2004401 	1911732 	2270778 	730616 u	1047700 u	1313487 u	991901 u	1543368 u
A,N_GE4,PROF,WORLD,ACT_INAC,NR,DE	82299161 	82113428 	94396451 	75790935 	93847205 	86483350 	82935259 	86451243 	32760299 	76101498 	69751774 	67275638 	71636079 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,DK	6056437 	6717647 b	3975317 	6641086 	3740646 	6953578 	6393233 	8758607 	: u	3739255 	5408075 	6929652 	3870762 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,EE	737459 	1571621 	1683145 	2608034 	1994559 	1772987 	1365570 	1585228 	1732825 	1398875 	996753 	2108317 	1577343 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,EL	2855298 	2753016 	3334402 	2001103 	2918604 	1825133 	1104987 	1722811 	668112 	813457 	1058537 	665874 	604803 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,ES	39334719 	30947847 	29500622 	13326824 b	18700668 	15889324 	16092869 	14351402 	8181498 	10552688 	14316937 	15494540 	16770420 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,FI	10067178 	6155704 	8281089 	6781499 	9181674 	8245539 	7372225 	11353191 	7390454 	4738939 	8246148 	7668486 	7141905 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,FR	51781081 	49543428 	47227252 	34251793 	35259347 	48923580 	46209160 	44240880 	31012264 	30514804 	35911735 	32150150 	45731623 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,HR	3437189 	6044964 	8648758 	3465151 	2709392 	3946274 	3444013 	2654571 	631998 	1480375 	1453487 	2100420 	1116073 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,HU	2375530 	953539 	1097014 	1216875 	1378609 	1110185 	686895 	1165183 	610327 	1071562 	1548925 	1847347 	2289810 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,IE	1663019 	1646384 	2305681 	1994739 	3214740 	1975077 	2112124 	2492046 	993148 	596444 u	1751140 	1966560 	2456947 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,IT	16397882 	7334172 	16182602 b	15169415 	15770414 	12930674 	24819742 	16967808 	5972310 	11198464 	9630910 	10946288 	9359635 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,LT	1730626 	1500390 	1526815 	1679920 	1749051 	1830832 	1992540 	1974240 	772376 	1180230 	2527508 	2928276 	3399198 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,LU	631988 	566501 	612660 	437611 	325477 	1125120 	877986 	1075523 	754701 	1138379 	978881 	1503580 	1370221 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,LV	1265755 	1459138 	614817 u	525472 u	680976 u	705515 u	909143 	1578921 u	459453 u	823313 	584699 	1288326 	1279395 
