freq,duration,purpose,c_dest,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	315670 	738001 	722111 	505146 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	375844 u	450856 u	470914 u	478862 u	818039 u
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	61062 u	104586 u	82117 u
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	379944 u	430916 u	572933 u	551068 u	1403492 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	230041 u	: u	361609 u	503974 	565638 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	516027 u	246245 u	827574 	1839792 	1807714 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	70686 u	76282 u	118250 u
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	11944 u	13171 u	20226 	23812 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	274349 u	820612 	1663273 	1480918 	1697705 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	53663 u	38563 u	128363 	: u	190543 
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,EDUC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	128797 	265194 	303495 	293420 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	25052 u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1924659 	3213046 	6074833 	7499344 	6820771 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2373671 	4786603 	5422271 	5388228 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	188818 u	373987 	581128 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	988085 	1082953 	1710791 	1953432 	3464732 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	212713 	183524 	560249 	675525 	604693 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1471294 	1920777 	4841475 	5747315 	6492883 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1094150 	651693 	2079900 	2692503 	2885976 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3268099 	3554484 	8208381 	10595249 	9975180 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	114855 u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	251109 	238245 	683815 	816699 	813134 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	43127 u	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	94589 	111291 	250034 	307316 	322045 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1883902 	3446267 	7269890 	8268177 	7598470 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3840773 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	206011 	223927 	775947 	: u	932544 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	97451 u	127871 u	308730 	401039 	622159 
A,N1-3,PER,EU27_2020_FOR,EMP,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	947974 	1488262 	2034629 	2603733 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	246759 	543448 	1445418 	1850111 	1810755 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2857707 	638255 	1038836 	1260747 	1196872 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	82386 u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3145562 	2684010 	5884704 	: 	: 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	190967 	150593 u	570478 	738316 	762359 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1348981 	1098025 	3138707 	3988423 	3264877 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	14813982 	18916333 	31338973 	33867921 	42363354 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	208101 u	143867 u	383143 u	472658 	654695 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	64486 u	66939 u	61252 u
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	64245 u	110360 u	232280 	224605 	415747 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	218137 	474567 	682084 	637082 	1001936 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	215532 u	174533 u	669941 	1011948 	908129 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	779302 	991743 	2602373 	2204547 	1974464 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	35359 u	245186 	727348 	1096543 	1349224 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1947902 	1726010 	3571340 	3957852 	3524772 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	609435 	303940 u	1944192 	2551325 	3596715 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1300319 	1213428 	3169627 	3351421 	4171179 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	230129 	319176 	472350 	594706 	673704 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	843076 	1064589 	1642639 	1865131 	1785541 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	60797 u	70345 u	92843 u
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	27421 u	49746 	53458 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	396784 	887596 	1472308 	1579048 	1640111 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1031539 	4128093 	3817432 	807529 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1908840 	2206426 	4067357 	4416175 	5094948 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	49654 u	150167 	1585674 	129862 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1620851 	2142350 	5566660 	: 	6907978 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	821593 	209529 	160348 	423041 	409801 
A,N1-3,PER,EU27_2020_FOR,INAC_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	818233 	892031 	2453781 	3033562 	3437912 
A,N1-3,PER,EU27_2020_FOR,UNE,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,UNE,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	123802 u	: u	: u	241801 u	164090 u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	177155 u	185588 u	236458 u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	270094 u	140273 u	398074 u	278711 u	396454 
A,N1-3,PER,EU27_2020_FOR,UNE,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	131085 u	190587 u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,UNE,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,N1-3,PER,EU27_2020_FOR,UNE,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	115131 u	139005 u	: u	174989 u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	55856 u	: u	32645 u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,N1-3,PER,EU27_2020_FOR,UNE,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	55665 u	40172 u	54992 u	66140 u
A,N1-3,PER,FOR,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	470313 	: 	629727 	206378 	: 	: 	: 	: 
A,N1-3,PER,FOR,ACT_INAC,NR,AT	6655895 	6379104 	6720360 	6464114 	7415153 	7563111 	7649378 	7946716 	2773793 	4682454 	10208463 	11960794 	11340936 
A,N1-3,PER,FOR,ACT_INAC,NR,BE	4629350 	5718685 	6121727 	6331056 	8032009 	7371945 b	7791073 	8379631 	3065334 	3648735 	7230764 	8228082 	7989210 
A,N1-3,PER,FOR,ACT_INAC,NR,BG	324547 	366149 	418913 	297478 	345370 	436887 	684223 	865758 	114156 u	140532 u	479253 	758411 	1248448 
A,N1-3,PER,FOR,ACT_INAC,NR,CH	7136188 	8322851 	7787808 	9558327 	8549586 	10223442 	10299447 	8311708 	3283725 	2854179 	6151794 	: 	: 
A,N1-3,PER,FOR,ACT_INAC,NR,CY	413725 	458056 	386405 	410228 	487173 	618469 	686481 	810654 	234068 	201787 	680355 	917060 	875250 
A,N1-3,PER,FOR,ACT_INAC,NR,CZ	2346634 	2640495 	2773194 	2836035 	2979398 	3041955 	4221415 	3875182 	1380054 	1115951 	3186785 	4127463 	3409950 
A,N1-3,PER,FOR,ACT_INAC,NR,DE	32553576 	34809888 	32600563 	36340864 	39661532 	35012116 	44497713 	43036866 	17076406 	21105412 	36331512 	38487466 	47151302 
A,N1-3,PER,FOR,ACT_INAC,NR,DK	3367517 	4792423 b	4908352 	5426585 	4843024 	4172449 	2280453 	6338357 	1896493 	1850895 	3059553 	3474142 	6315597 
A,N1-3,PER,FOR,ACT_INAC,NR,EE	971928 	825883 	967899 	756220 	803429 	831468 	1313286 	1033095 	327505 	273830 	798707 	990764 	876906 
A,N1-3,PER,FOR,ACT_INAC,NR,EL	213645 	164621 	250743 	270347 	240935 	318985 	417611 	387946 	134579 	171313 	343674 	337057 	632943 
A,N1-3,PER,FOR,ACT_INAC,NR,ES	6580491 	5961069 	6842133 	7750363 b	7808029 	9179123 	10134588 	11933416 	3331919 	3954240 	8629988 	9718267 	12023261 
A,N1-3,PER,FOR,ACT_INAC,NR,FI	6649926 	6412756 	6313586 	6674887 	6662883 	7110020 	6147046 	5668185 	1715215 	1085992 	3327403 	4838115 	5029478 
A,N1-3,PER,FOR,ACT_INAC,NR,FR	10982642 	10946820 	11822324 	11117404 	10492086 	13460009 	14630647 	13962049 	6219063 	6041112 	13924994 	19102291 	18200376 
A,N1-3,PER,FOR,ACT_INAC,NR,HR	2139225 	2043897 	2030582 	1994335 	1317299 	1576221 	1699432 	2001878 	450410 	538962 	1274537 	1954428 	2073141 
A,N1-3,PER,FOR,ACT_INAC,NR,HU	2846840 	3331402 	3993153 	4526996 	5530304 	5944145 	6323149 	6702602 	2256272 	2184631 	4156248 	4540657 	4198392 
A,N1-3,PER,FOR,ACT_INAC,NR,IE	3210065 	3361303 	3369742 	3572722 	3437188 	4606724 	4947955 	4706082 	1644724 	1232988 	5293626 	6786317 	8385285 
A,N1-3,PER,FOR,ACT_INAC,NR,IT	7940022 	5747099 	5843188 b	6319631 	5980802 	7200667 	8004803 	7285917 	1574342 	1520074 	4098334 	4400109 	5121988 
A,N1-3,PER,FOR,ACT_INAC,NR,LT	840028 	834131 	841171 	880571 	885307 	874187 	949280 	1004343 	316042 	367545 	688380 	783377 	840396 
A,N1-3,PER,FOR,ACT_INAC,NR,LU	991069 	1027517 	1290118 	1212682 	961892 	1460556 	1617862 	1745807 	886748 	1120437 	1758581 	2009619 	1960610 
A,N1-3,PER,FOR,ACT_INAC,NR,LV	910538 	755047 	754382 	850721 	886347 	854795 	977058 	982712 	346713 	303628 	954571 	1173898 	1223723 
A,N1-3,PER,FOR,ACT_INAC,NR,ME	: 	: 	: 	: 	429892 	376942 	: 	: 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	224328 	58331 	152980 	: 	: 	: 
A,N1-3,PER,FOR,ACT_INAC,NR,MT	119688 	148844 	146593 b	165828 	188814 	271443 	329162 	379756 	129555 	159060 	342211 	448192 	478015 
A,N1-3,PER,FOR,ACT_INAC,NR,NL	8206753 	7936514 	8002575 	8082025 	8309718 	9267516 	9030466 	9924270 	3016014 	5501007 	11765352 	13114303 	12408051 
A,N1-3,PER,FOR,ACT_INAC,NR,NO	: 	4602526 	5431251 	5108204 	4672079 	4784805 	5089378 	: 	: 	1044669 	4645684 	4352583 	5484333 
A,N1-3,PER,FOR,ACT_INAC,NR,PL	3669135 	3755261 	3633928 b	4039554 	4267189 	4598958 	4601850 	5055262 	2219389 	2346504 	4472108 	4925874 	5639927 
A,N1-3,PER,FOR,ACT_INAC,NR,PT	648966 	461091 	605559 	758295 	906879 	933391 	1022899 	1378040 	374615 	361584 	1259737 	1823295 	1598704 
A,N1-3,PER,FOR,ACT_INAC,NR,RO	233700 	310572 	181106 	282780 	379231 	326100 	481203 	554762 	140445 u	179704 	446764 	535904 	770635 
A,N1-3,PER,FOR,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	601058 	: 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,ACT_INAC,NR,SE	: 	: 	6154145 	6219921 	5714394 	10586559 	8781960 	8494600 	2128667 	2731605 	6490058 	: 	9644708 
A,N1-3,PER,FOR,ACT_INAC,NR,SI	1918814 	2364491 	2281716 	2502671 	2351682 	2781350 	2585741 	2889148 	847253 	1591163 	2379077 	3688983 	4182659 
A,N1-3,PER,FOR,ACT_INAC,NR,SK	938147 	814994 b	1522791 	1189078 	1639153 	2225911 	2980133 	3391020 	841562 	949730 	2521427 	3144715 	3567016 
A,N1-3,PER,FOR,ACT_INAC,NR,UK	17442447 	18053608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,EDUC,NR,AL	: 	: 	: 	: 	: 	50938 	: 	57912 u	: u	: 	: 	: 	: 
A,N1-3,PER,FOR,EDUC,NR,AT	872775 	974402 	872958 	668421 	841921 	833222 	1048969 	906741 	288173 	475101 	1626045 	1280497 	1451876 
A,N1-3,PER,FOR,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	326461 	803556 	824440 	541832 
A,N1-3,PER,FOR,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	112732 u
A,N1-3,PER,FOR,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	1252348 	421566 u	483935 u	518931 u	634162 u	1338144 
A,N1-3,PER,FOR,EDUC,NR,EE	: u	97154 	124287 	46434 u	93792 u	88694 u	120934 u	79039 u	: u	: u	65777 u	117001 	95409 
A,N1-3,PER,FOR,EDUC,NR,ES	784058 	758291 	624526 	462931 b	662556 	1261038 	1294823 	1769036 	520303 u	570623 u	835546 u	752187 	1826663 
A,N1-3,PER,FOR,EDUC,NR,FI	891629 	674736 	720472 	681600 	827311 	583220 	758735 	756336 	230041 u	: u	361609 u	563016 	670742 
A,N1-3,PER,FOR,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	656934 	354073 u	1000702 	2436365 	2478582 
A,N1-3,PER,FOR,EDUC,NR,HR	: 	: 	416415 	421333 u	: 	202260 u	: 	285730 	: u	: 	: 	: 	: 
A,N1-3,PER,FOR,EDUC,NR,LU	95987 	: 	: 	: 	: 	: 	: 	147194 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,EDUC,NR,LV	155328 u	117797 u	: u	: u	: u	: u	84622 u	: u	: u	: u	81535 u	91157 u	134334 u
A,N1-3,PER,FOR,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	29881 u	: u	: u	: 	: 	: 
A,N1-3,PER,FOR,EDUC,NR,MT	: 	: 	: 	20035 u	41395 	: 	: 	20527 	: u	12096 u	17347 u	24548 	27047 
A,N1-3,PER,FOR,EDUC,NR,NL	656746 	881083 	902712 	952842 	992195 	1352582 	1358748 	1638546 	391417 	844852 	1982688 	1810121 	1880847 
A,N1-3,PER,FOR,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N1-3,PER,FOR,EDUC,NR,PT	: u	: u	: 	131822 u	86075 u	56731 u	147619 	199293 	61429 u	43461 u	139102 	: u	222537 
A,N1-3,PER,FOR,EDUC,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,N1-3,PER,FOR,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,EDUC,NR,SI	359314 	312187 	380317 	295935 	338143 	: 	: 	: 	: 	137047 	333884 	458799 	390851 
A,N1-3,PER,FOR,EMP,NR,AL	: 	: 	: 	: 	: 	274261 	: 	393165 	101855 	: 	: 	: 	: 
A,N1-3,PER,FOR,EMP,NR,AT	4224959 	4029926 	4395547 	4381081 	5012146 	5076675 	5292272 	5310521 	2090363 	3544550 	6667592 	8397912 	7730824 
A,N1-3,PER,FOR,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2539010 	5143060 	5853440 	5940013 
A,N1-3,PER,FOR,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	100679 u	352271 	616354 	977957 
A,N1-3,PER,FOR,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	4177842 	1185812 	1157711 	2042801 	2237407 	4048142 
A,N1-3,PER,FOR,EMP,NR,EE	728394 	604463 	700095 	606363 	593709 	618506 	970700 	809362 	252948 	215767 	639812 	769611 	697188 
A,N1-3,PER,FOR,EMP,NR,ES	4296707 	3634952 	4612620 	5811407 b	5584603 	6283848 	7024179 	7980017 	2193651 	2629208 	6276735 	7690532 	8333007 
A,N1-3,PER,FOR,EMP,NR,FI	4359546 	3887388 	3875418 	4117772 	4091183 	4669397 	3821258 	3376229 	1206511 	720237 	2207828 	3045313 	3186766 
A,N1-3,PER,FOR,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4433652 	4311513 	9784115 	13615239 	12944457 
A,N1-3,PER,FOR,EMP,NR,HR	: 	: 	1065653 	955773 	: 	943906 	: 	1249952 	262825 	: 	: 	: 	: 
A,N1-3,PER,FOR,EMP,NR,LU	721089 	: 	: 	: 	: 	: 	: 	1313583 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,EMP,NR,LV	628709 	528169 	531014 	664701 	713935 	639017 	765972 	840197 	274162 	244446 	743699 	946535 	933755 
A,N1-3,PER,FOR,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	146867 	29328 u	106034 	: 	: 	: 
A,N1-3,PER,FOR,EMP,NR,MT	: 	: 	: 	111234 	129819 	: 	: 	304906 	109754 	127071 	282980 	366357 	388325 
A,N1-3,PER,FOR,EMP,NR,NL	5781395 	5455942 	5333897 	5604132 	5663346 	6245798 	6329000 	6589357 	2087401 	3612234 	8043921 	9323696 	8541488 
A,N1-3,PER,FOR,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4284932 
A,N1-3,PER,FOR,EMP,NR,PT	442123 	250942 	: 	511211 	586960 	241113 	707740 	951401 	276823 	237214 	897145 	: u	1192700 
A,N1-3,PER,FOR,EMP,NR,RO	177863 	244035 	134325 	227282 	315544 	275906 	404137 	487608 	128305 u	150255 u	371740 	401039 	647743 
A,N1-3,PER,FOR,EMP,NR,RS	: 	: 	: 	: 	: 	: 	302065 u	: 	: 	: 	: 	: 	: 
A,N1-3,PER,FOR,EMP,NR,SI	1093370 	1492155 	1525550 	1592594 	1427737 	: 	: 	: 	: 	1116565 	1805968 	2597969 	3185139 
A,N1-3,PER,FOR,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	80644 	: 	102845 	44011 u	: 	: 	: 	: 
A,N1-3,PER,FOR,INAC_OTH,NR,AT	1460816 	1300121 	1404234 	1294431 	1433742 	1531762 	1281359 	1611739 	261343 	596817 	1500857 	2020138 	1973487 
A,N1-3,PER,FOR,INAC_OTH,NR,BE	4629350 	5718685 	6121727 	6331056 	8032009 	7371945 b	7791073 	8379631 	3065334 	641133 	1099335 	1346866 	1268956 
A,N1-3,PER,FOR,INAC_OTH,NR,BG	324547 	366149 	418913 	297478 	345370 	436887 	684223 	865758 	114156 u	: u	56216 u	73744 u	124266 u
A,N1-3,PER,FOR,INAC_OTH,NR,CH	7136188 	8322851 	7787808 	9558327 	8549586 	10223442 	10299447 	8311708 	3283725 	2854179 	6151794 	: 	: 
A,N1-3,PER,FOR,INAC_OTH,NR,CY	413725 	458056 	386405 	410228 	487173 	618469 	686481 	810654 	234068 	201787 	680355 	917060 	875250 
A,N1-3,PER,FOR,INAC_OTH,NR,CZ	2346634 	2640495 	2773194 	2836035 	2979398 	3041955 	4221415 	3875182 	1380054 	1115951 	3186785 	4127463 	3409950 
A,N1-3,PER,FOR,INAC_OTH,NR,DE	32553576 	34809888 	32600563 	36340864 	39661532 	35012116 	44497713 	43036866 	17076406 	21105412 	36331512 	38487466 	47151302 
A,N1-3,PER,FOR,INAC_OTH,NR,DK	3367517 	4792423 b	4908352 	5426585 	4843024 	4172449 	2280453 	831509 	242137 u	143867 u	429683 u	533013 	858733 
A,N1-3,PER,FOR,INAC_OTH,NR,EE	137504 u	86135 	103516 	81533 u	94639 u	103656 u	161461 	124144 	: u	: u	73160 u	79772 u	67989 u
A,N1-3,PER,FOR,INAC_OTH,NR,EL	213645 	164621 	250743 	270347 	240935 	318985 	417611 	387946 	134579 	171313 	343674 	337057 	632943 
A,N1-3,PER,FOR,INAC_OTH,NR,ES	982492 	1026318 	1015124 	734657 b	840385 	1001168 	1033703 	1181405 	248210 	564731 	954380 	893920 	1299003 
A,N1-3,PER,FOR,INAC_OTH,NR,FI	1272486 	1696597 	1511997 	1660079 	1461127 	1608737 	1411769 	1290510 	242224 u	183770 u	681388 	1095598 	948244 
A,N1-3,PER,FOR,INAC_OTH,NR,FR	10982642 	10946820 	11822324 	11117404 	10492086 	13460009 	14630647 	13962049 	1070627 	1319966 	3050425 	2790004 	2585451 
A,N1-3,PER,FOR,INAC_OTH,NR,HR	2139225 	2043897 	318552 	374015 	1317299 	218063 	1699432 	316793 	87619 u	538962 	1274537 	1954428 	2073141 
A,N1-3,PER,FOR,INAC_OTH,NR,HU	2846840 	3331402 	3993153 	4526996 	5530304 	5944145 	6323149 	6702602 	2256272 	2184631 	4156248 	4540657 	4198392 
A,N1-3,PER,FOR,INAC_OTH,NR,IE	3210065 	3361303 	3369742 	3572722 	3437188 	4606724 	4947955 	4706082 	1644724 	1232988 	5293626 	6786317 	8385285 
A,N1-3,PER,FOR,INAC_OTH,NR,IT	7940022 	5747099 	5843188 b	6319631 	5980802 	7200667 	8004803 	7285917 	1574342 	1520074 	4098334 	4400109 	5121988 
