freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FR,TOTAL,N_GE1,NR,LU	2111749 	2252050 	1917450 	1962418 	1836174 	2770072 	2490974 	2617876 	2494508 	2951650 	4192617 	3618935 	3774374 
A,FR,TOTAL,N_GE1,NR,LV	: u	: u	: u	350513 u	: u	: u	: u	: u	: 	: u	159708 u	175440 u	344721 u
A,FR,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE1,NR,MT	100519 	102867 	122697 b	129921 	97841 	142691 	112827 	162886 	76068 u	69655 u	161353 	222174 	219824 
A,FR,TOTAL,N_GE1,NR,NL	25566719 b	26182337 	24081718 	25755061 	26529517 	25808066 	24420252 	24141288 	10132870 	25378157 	35556398 	35653739 	31592211 
A,FR,TOTAL,N_GE1,NR,NO	: 	2174912 	2887599 	2505698 	2447598 	1859282 	1658472 	: 	: 	: u	2372768 	1937821 	2780643 
A,FR,TOTAL,N_GE1,NR,PL	3529034 	4670747 	3472736 b	2872992 	3521952 	3417895 	3217530 	3632639 	1983142 	2547289 	4953153 	4716731 	4743028 
A,FR,TOTAL,N_GE1,NR,PT	1746475 	1945646 	2117141 	2083169 	1783942 	2373763 	2479280 	2460828 	958698 	875258 	1888691 	1885644 	2039034 
A,FR,TOTAL,N_GE1,NR,RO	: u	: u	477712 u	255765 u	: u	302183 u	: u	299217 u	: u	: u	262674 u	84637 u	510453 u
A,FR,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE1,NR,SE	: 	: 	3119117 	1881043 	2755507 	5837506 	5702482 	4396814 	2155049 u	1542015 u	7681000 u	: 	: u
A,FR,TOTAL,N_GE1,NR,SI	237019 u	300887 	304286 u	231396 u	351347 u	182232 u	501997 u	349789 u	: u	136730 u	204804 u	237714 u	360294 
A,FR,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	435426 u	: u	: u	: u	: u	466674 u	599224 u
A,FR,TOTAL,N_GE1,NR,UK	55479037 	58052218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	: u	: 	209191 u	: u	: 	: 	: 	: 
A,FR,TOTAL,N_GE4,NR,AT	2100075 	2279971 	2700380 	2555693 	2143331 	2766622 	1241849 	2453625 	855670 u	1058269 	2145371 	2382907 	3486146 
A,FR,TOTAL,N_GE4,NR,BE	20696443 	23293308 	23980803 	20660314 	26938196 	19582133 b	23069552 	22784932 	15905257 	23404486 	24935385 	28361141 	30879423 
A,FR,TOTAL,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FR,TOTAL,N_GE4,NR,CH	12060173 	10063357 	8984137 	10494521 	10275140 	14899227 	10613123 	9875642 	9578384 	5802831 	10381238 	: 	: 
A,FR,TOTAL,N_GE4,NR,CY	267482 bu	102839 u	239699 u	332283 u	: u	: u	: u	: u	: u	: u	: u	317548 	167961 u
A,FR,TOTAL,N_GE4,NR,CZ	1589849 	1107664 u	929807 u	1229510 u	1143785 u	1089735 u	879658 u	606408 u	: u	: u	827904 u	447976 u	: u
A,FR,TOTAL,N_GE4,NR,DE	30105127 	34893792 	39563956 	32539225 	38534318 	51071202 	37304711 	49314581 	30865229 	26806190 	52414475 	54149343 	61744714 
A,FR,TOTAL,N_GE4,NR,DK	2456959 	3131259 b	2922848 	4366100 	2762305 	1897092 	1537228 	3529473 	: u	1715196 u	2247869 	2673152 	5241057 
A,FR,TOTAL,N_GE4,NR,EA20	926045453 	939611144 	936366246 	840752978 	835592340 	826661775 	826049924 	792545107 	680685192 	748014865 	802366914 	809966200 	808144264 
A,FR,TOTAL,N_GE4,NR,EE	: u	216659 u	141839 u	: u	: u	: u	: u	305575 u	: u	: u	178341 u	341982 u	239889 u
A,FR,TOTAL,N_GE4,NR,EL	317043 u	375872 u	354018 u	166645 u	208639 u	370471 	217524 u	151086 u	: u	: u	343164 	466196 	326880 
A,FR,TOTAL,N_GE4,NR,ES	9123490 	8648901 	8422972 	8087070 b	9395963 	10567691 	9666057 	10242627 	3459608 	5879586 	11007192 	9748709 	11220012 
A,FR,TOTAL,N_GE4,NR,EU27_2020	937616358 e	952309738 e	947842173 	851781633 	846449638 	839365648 	838280498 	805461621 	685998478 	753953912 	818825328 	826384240 e	825094819 
A,FR,TOTAL,N_GE4,NR,FI	1032274 bu	1538763 	1491995 u	1473378 u	898865 u	1044445 u	1313212 u	1360833 	: u	: u	1391073 u	1256563 u	2138312 u
A,FR,TOTAL,N_GE4,NR,FR	821921637 	827339667 	821210355 	735312936 	717074567 	702536977 	713826823 	664656612 	613433773 	658177457 	660259862 	663896104 	650449445 
A,FR,TOTAL,N_GE4,NR,HR	: u	1272429 u	484864 u	773029 u	: u	285147 u	322556 u	: u	: u	: u	145189 u	349461 u	166389 u
A,FR,TOTAL,N_GE4,NR,HU	935164 	831381 	861313 	806463 	771917 	776580 	893533 	946064 	228416 	314305 	997268 	1006307 	1714978 
A,FR,TOTAL,N_GE4,NR,IE	3743331 	3598360 	3413280 	3540461 	3844244 	3648568 	3376307 	3551810 	622435 	894378 u	3659675 	3787956 	4389757 
A,FR,TOTAL,N_GE4,NR,IT	6911695 	6204563 	6962077 b	5625779 u	5953971 u	4161095 u	6678237 u	8254454 	1947677 u	2617244 u	5802449 	5040485 	6355028 
A,FR,TOTAL,N_GE4,NR,LT	255498 	149713 	214316 	278861 	218320 	248257 	209821 	159371 	102785 	82416 	187967 	256640 	245445 
A,FR,TOTAL,N_GE4,NR,LU	1750027 	1867988 	1495492 	1604292 	1607982 	2365242 	1965673 	2095745 	2177526 	2559558 	3611086 	3001149 	3177944 
A,FR,TOTAL,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	161518 u	309208 u
A,FR,TOTAL,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE4,NR,MT	91515 	94358 	111985 b	114027 	87351 	122733 	86596 	151174 	70925 u	61225 u	142669 	200690 	205711 
A,FR,TOTAL,N_GE4,NR,NL	24519565 b	25147401 	23003480 	24743119 	25572344 	24595365 	23249586 	22809095 	9866194 	24587738 	33760178 	34040233 	29997466 
A,FR,TOTAL,N_GE4,NR,NO	: 	2014109 	2589599 	2344762 	2289900 	1721358 	1395957 u	: 	: 	: u	2099121 	1737829 u	2571713 
A,FR,TOTAL,N_GE4,NR,PL	3378238 	4463139 	3368621 b	2714458 	3351043 	3226062 	3057853 	3451781 	1936183 	2446774 	4750413 	4537312 	4501791 
A,FR,TOTAL,N_GE4,NR,PT	1553734 	1848092 	1942839 	1892484 	1589624 	2234517 	2248877 	2211042 	871388 	817683 	1667505 	1605930 	1815384 
A,FR,TOTAL,N_GE4,NR,RO	: u	: u	470813 u	239821 u	: u	296518 u	: u	299217 u	: u	: u	262674 u	84637 u	508046 u
A,FR,TOTAL,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FR,TOTAL,N_GE4,NR,SE	: 	: 	2734116 	1585426 	2529632 	5286718 	5372049 	3990837 	2075164 u	: u	7291672 u	: 	: u
A,FR,TOTAL,N_GE4,NR,SI	204761 u	280672 u	261398 u	: u	319860 u	: u	479175 u	308515 u	: u	: u	184300 u	219017 u	307305 u
A,FR,TOTAL,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FR,TOTAL,N_GE4,NR,UK	50011693 	52954741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N1-3,NR,AT	548926 	515022 	614927 	490635 	788187 	822897 	689769 	684093 	151700 u	344921 	947605 	920914 	949002 
A,HR,PER,N1-3,NR,BE	: u	: u	: u	: u	: 	: u	: u	: u	: 	: 	: u	: u	: u
A,HR,PER,N1-3,NR,BG	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u	: u
A,HR,PER,N1-3,NR,CH	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 
A,HR,PER,N1-3,NR,CY	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HR,PER,N1-3,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,HR,PER,N1-3,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HR,PER,N1-3,NR,DK	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: u	: 	: u
A,HR,PER,N1-3,NR,EA20	8254256 	8355775 	8220505 	7102589 	5643877 	5958617 	6081450 	6981826 	3425506 	4761034 	5544562 	6607890 	7591171 
A,HR,PER,N1-3,NR,EE	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u
A,HR,PER,N1-3,NR,EL	: 	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u
A,HR,PER,N1-3,NR,ES	: u	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u
A,HR,PER,N1-3,NR,EU27_2020	8322699 e	8554422 e	8338910 	7197130 	5771444 	6248623 	6291609 	7290687 	3453679 	4836986 	5653188 	6738034 e	7864324 
A,HR,PER,N1-3,NR,FI	: 	: u	: u	: u	: 	: u	: u	: u	: 	: u	: 	: u	: u
A,HR,PER,N1-3,NR,FR	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HR,PER,N1-3,NR,HR	5817978 	5731124 	5327797 	3644526 	2600601 	2481744 	2806091 	3310786 	2502134 	3027669 	2869310 	3456316 	4003476 
A,HR,PER,N1-3,NR,HU	23084 	44807 	49992 	57475 	64605 	73910 	96996 	58697 	18890 	30177 	39155 	51429 u	90410 
A,HR,PER,N1-3,NR,IE	: 	: u	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u
A,HR,PER,N1-3,NR,IT	468343 u	: u	: u	: u	: u	: u	565841 u	501210 u	: u	: u	: u	: u	: u
A,HR,PER,N1-3,NR,LT	: u	: 	: u	: u	: 	: 	: u	: u	: 	: u	: 	: u	: u
A,HR,PER,N1-3,NR,LU	: u	: 	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,HR,PER,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HR,PER,N1-3,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HR,PER,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,HR,PER,N1-3,NR,NL	: 	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,HR,PER,N1-3,NR,NO	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: u	: 
A,HR,PER,N1-3,NR,PL	: u	: u	: u	9498 u	: u	126646 u	: u	215051 u	: u	: u	42497 u	: u	89963 u
A,HR,PER,N1-3,NR,PT	: 	: u	: u	: u	: 	: 	: u	: u	: 	: u	: 	: u	: 
A,HR,PER,N1-3,NR,RO	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u
A,HR,PER,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HR,PER,N1-3,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,HR,PER,N1-3,NR,SI	1221481 	1473741 	1607469 	1672571 	1690878 	1797144 	1593918 	1675936 	643678 	1054621 	1324133 	1897440 	2138052 
A,HR,PER,N1-3,NR,SK	: u	: 	: u	: 	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,HR,PER,N1-3,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE1,NR,AT	7527375 	6620699 	7549284 	6662109 	8739267 	9342960 	8378214 	5800463 	1474368 	5517299 	9732043 	11513530 	10503538 
A,HR,PER,N_GE1,NR,BE	435224 u	1081070 	833168 u	971088 	1193468 	758810 b	1030588 	1304199 	: u	973788 u	1139240 	937189 u	1845249 
A,HR,PER,N_GE1,NR,BG	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,HR,PER,N_GE1,NR,CH	: u	: u	849659 u	1928947 u	1472735 u	2383650 u	2780297 u	1688432 u	: u	: u	1577251 u	: 	: 
A,HR,PER,N_GE1,NR,CY	: u	: u	: 	: u	: u	: 	: 	: u	: 	: 	: u	: u	: u
A,HR,PER,N_GE1,NR,CZ	6782444 	6806345 	6498437 	5741973 	6848234 	7471169 	6770824 	5767771 	3664167 	5022856 	6725941 	6286279 	5531372 
A,HR,PER,N_GE1,NR,DE	32708272 	19337436 	23603109 	18947551 	15928115 	19815232 	22943078 	24907130 	10111274 u	32100562 	34695680 	30195646 	20479215 
A,HR,PER,N_GE1,NR,DK	1083255 u	765301 bu	822312 u	783157 u	: u	705423 u	: u	1357222 u	: u	: u	: u	: u	2008958 u
A,HR,PER,N_GE1,NR,EA20	89285157 	76884745 	77167370 	73196850 	65147929 	73887344 	73918843 	76802533 	35207050 	71838695 	89533635 	85376445 	78652925 
A,HR,PER,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HR,PER,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	186452 u	81661 u
A,HR,PER,N_GE1,NR,ES	358278 u	329835 u	465853 	376238 bu	626427 u	556550 u	1174413 u	645687 u	: u	: u	578595 u	496189 u	869718 u
A,HR,PER,N_GE1,NR,EU27_2020	102499695 e	91641140 e	92794640 	89145299 	81880359 	93213142 	94416871 	97428181 	44598983 	84557906 	106856872 	102585994 e	94856957 
A,HR,PER,N_GE1,NR,FI	: u	703019 u	: u	: u	: u	923731 u	1018603 u	998418 u	: 	: u	: u	405130 u	784430 u
A,HR,PER,N_GE1,NR,FR	2533340 	2567084 	2889363 	2114375 	2013266 	2866055 	2752686 	3181414 	: u	1455895 u	1676306 u	2403562 	2132359 u
A,HR,PER,N_GE1,NR,HR	26059625 	26843640 	24557091 	22162682 	16792297 	17361804 	16083858 	19006872 	14804922 	18163973 	18665486 	20016037 	20216788 
A,HR,PER,N_GE1,NR,HU	1716277 	1265086 	1506043 	1699471 	2098827 	2343647 	3250739 	2914069 	1351456 	1772273 	2033810 	1781279 	2351146 
A,HR,PER,N_GE1,NR,IE	93504 u	362027 u	527614 u	251130 u	234130 u	303804 u	710387 u	834456 	106942 	: u	698495 u	901046 u	967775 u
A,HR,PER,N_GE1,NR,IT	5014269 	4078893 	1812206 bu	4921402 u	3365198 u	6640481 u	2792805 u	4471003 	777891 u	: u	4221781 	1639788 u	1486187 u
A,HR,PER,N_GE1,NR,LT	96216 	123785 u	137677 u	100755 u	94046 u	99642 u	112039 u	104754 u	: u	: u	: u	47706 u	44381 u
A,HR,PER,N_GE1,NR,LU	106249 u	66467 u	80714 u	87831 u	80800 u	: u	121004 u	137900 u	: u	116152 u	231064 	179315 u	186740 u
A,HR,PER,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,HR,PER,N_GE1,NR,ME	: 	: 	: 	: 	115616 u	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	102416 u	: 	: u	: 	: 	: 
A,HR,PER,N_GE1,NR,MT	13087 u	15337 u	: u	: u	: u	: u	: u	: u	: 	: u	32471 u	44400 u	56020 u
A,HR,PER,N_GE1,NR,NL	2686059 b	2129078 	3016178 	3041207 	2048266 	2955695 	3525129 	3447053 	: u	1878396 	3956844 	2435145 	3250197 
A,HR,PER,N_GE1,NR,NO	: 	1332670 u	1480939 u	1084377 u	1154946 u	1123792 u	1036467 u	: 	: 	: u	1401964 u	1205142 u	1092494 u
A,HR,PER,N_GE1,NR,PL	2605556 	4906721 	5782799 b	6046102 	6134219 	6086032 	6357296 	6535489 	3961162 	4603717 	5478036 	5900610 	5468112 
A,HR,PER,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	104589 u	: 	: u	: u	105277 u	: u
A,HR,PER,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HR,PER,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE1,NR,SE	: 	: 	983831 u	1622702 u	745776 u	2599673 	3433535 u	3990517 	: u	: u	: u	: 	: u
A,HR,PER,N_GE1,NR,SI	7764894 	7883590 	7641855 	9474952 	9126787 	8801116 	9288329 	8264428 	5283076 	7557707 	9820695 	10303022 	11380515 
A,HR,PER,N_GE1,NR,SK	3304461 	4323439 b	3221144 	3421124 	3857947 	3023985 	3481338 	3305751 	1035812 u	2423010 	2756759 	3262774 	3917366 
A,HR,PER,N_GE1,NR,UK	2238723 	3103570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE4,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE4,NR,AT	6978449 	6105677 	6934358 	6171474 	7951081 	8520063 	7688445 	5116370 	1322668 	5172378 	8784438 	10592615 	9554536 
A,HR,PER,N_GE4,NR,BE	427802 u	1074567 	832930 u	970065 	1193468 	756724 b	1024211 	1274657 	: u	973788 u	1106534 u	929940 u	1835296 
A,HR,PER,N_GE4,NR,BG	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,HR,PER,N_GE4,NR,CH	: u	: u	: u	1920137 u	1442841 u	2325034 u	2693276 u	1607687 u	: u	: u	1545998 u	: 	: 
A,HR,PER,N_GE4,NR,CY	: u	: u	: 	: 	: u	: 	: 	: u	: 	: 	: u	: u	: u
A,HR,PER,N_GE4,NR,CZ	6773673 	6758488 	6469491 	5732297 	6815863 	7430018 	6752026 	5750061 	3664167 	4983287 	6720074 	6259207 	5515116 
A,HR,PER,N_GE4,NR,DE	32543458 	18991290 	23361898 	18447422 	15864841 	19582569 	22612360 	24285063 	10010197 u	32045626 	34559246 	30113341 	20404573 
A,HR,PER,N_GE4,NR,DK	1083255 u	738872 bu	822312 u	783157 u	: u	: u	: u	1349753 u	: u	: u	: u	: u	1991851 u
A,HR,PER,N_GE4,NR,EA20	81030901 	68528969 	68946865 	66094261 	59504052 	67928727 	67837394 	69820707 	31781544 	67077661 	83989073 	78768554 	71061754 
A,HR,PER,N_GE4,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HR,PER,N_GE4,NR,EL	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	186452 u	74405 u
A,HR,PER,N_GE4,NR,ES	347450 u	329835 u	445414 u	375294 bu	612249 u	554672 u	1174413 u	642989 u	: u	: u	578595 u	496189 u	863014 u
A,HR,PER,N_GE4,NR,EU27_2020	94176996 e	83086718 e	84455729 	81948169 	76108914 	86964519 	88125262 	90137494 	41145304 	79720921 	101203684 	95847960 e	86992633 
A,HR,PER,N_GE4,NR,FI	: u	: u	: u	: u	: u	912234 u	1005685 u	978959 u	: 	: u	: u	: u	752436 u
A,HR,PER,N_GE4,NR,FR	2533340 	2542100 	2889363 	2114375 	1997110 	2841500 	2742420 	3139948 	: u	1431078 u	1662762 u	2366318 	2092059 u
A,HR,PER,N_GE4,NR,HR	20241647 	21112516 	19229294 	18518156 	14191696 	14880060 	13277767 	15696086 	12302788 	15136303 	15796177 	16559722 	16213311 
A,HR,PER,N_GE4,NR,HU	1693193 	1220279 	1456051 	1641996 	2034222 	2269737 	3153743 	2855372 	1332566 	1742096 	1994655 	1729850 	2260736 
A,HR,PER,N_GE4,NR,IE	93504 u	360550 u	527614 u	249048 u	227466 u	303804 u	706243 u	823610 	105556 u	: u	698495 u	901046 u	956674 u
A,HR,PER,N_GE4,NR,IT	4545927 	3839676 	1458867 bu	4155145 u	2947296 u	6145630 u	: u	3969793 u	: u	: u	4104553 u	1504964 u	1274922 u
A,HR,PER,N_GE4,NR,LT	93774 	123785 u	137474 u	100591 u	94046 u	99642 u	111645 u	101724 u	: u	: u	: u	47169 u	40498 u
A,HR,PER,N_GE4,NR,LU	105867 u	66467 u	78762 u	87831 u	78826 u	: u	120443 u	129131 u	: u	116152 u	227440 	173379 u	186740 u
A,HR,PER,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,HR,PER,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	101061 u	: 	: u	: 	: 	: 
A,HR,PER,N_GE4,NR,MT	13087 u	15337 u	: u	: u	: u	: u	: u	: u	: 	: u	29857 u	41154 u	47723 u
A,HR,PER,N_GE4,NR,NL	2686059 b	2126116 	3000961 	3041207 	2039910 	2933505 	3525129 	3409163 	: u	1870072 	3898233 	2433766 	3222121 
A,HR,PER,N_GE4,NR,NO	: 	1331802 u	1455066 u	1052824 u	1154946 u	1111132 u	1025594 u	: 	: 	: u	1401964 u	1177309 u	1092494 u
A,HR,PER,N_GE4,NR,PL	2598469 	4859560 	5772591 b	6036604 	6118505 	5959387 	6287513 	6320439 	3951880 	4597512 	5435539 	5852180 	5378148 
A,HR,PER,N_GE4,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	104588 u	: u
A,HR,PER,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HR,PER,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HR,PER,N_GE4,NR,SE	: 	: 	954571 u	1607761 u	734579 u	2597186 	3408951 u	3980584 	: u	: u	: u	: 	: u
A,HR,PER,N_GE4,NR,SI	6543413 	6409849 	6034386 	7802381 	7435908 	7003973 	7694411 	6588492 	4639398 	6503087 	8496563 	8405582 	9242463 
A,HR,PER,N_GE4,NR,SK	3292821 	4323439 b	3198488 	3421124 	3828151 	2958908 	3428826 	3279223 	1035812 u	2423010 	2718006 	3245400 	3863507 
A,HR,PER,N_GE4,NR,UK	2211486 	3054775 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,AT	: u	: u	: u	: u	: u	125380 u	: u	: u	: u	: u	134745 u	113867 u	205657 u
A,HR,PER_VFR,N1-3,NR,BE	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u
A,HR,PER_VFR,N1-3,NR,CH	: 	: 	: 	: u	: u	: u	: 	: u	: 	: 	: u	: 	: 
A,HR,PER_VFR,N1-3,NR,CY	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,HR,PER_VFR,N1-3,NR,DK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,EA20	2903087 	2946887 	3162370 	2252823 	1394840 	1364208 	1557122 	1822824 	1174319 	1363882 	1397267 	1923091 	2062464 
A,HR,PER_VFR,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HR,PER_VFR,N1-3,NR,ES	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,EU27_2020	2923047 e	2994162 e	3188338 	2311831 	1451861 	1428966 	1614055 	1867474 	1179649 	1374020 	1428459 	1942816 e	2082414 
A,HR,PER_VFR,N1-3,NR,FR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 
A,HR,PER_VFR,N1-3,NR,HR	2419612 	2430857 	2592300 	1593802 	1002970 	802228 	992734 	1296492 	1073525 	1082380 	1065775 	1249900 	1413292 
A,HR,PER_VFR,N1-3,NR,HU	12873 u	37553 	25968 	51551 	53342 	48000 	49794 	34716 	5330 u	10138 u	31192 	19725 u	19950 u
A,HR,PER_VFR,N1-3,NR,IT	: u	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u
A,HR,PER_VFR,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HR,PER_VFR,N1-3,NR,LU	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: 	: u	: 
A,HR,PER_VFR,N1-3,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HR,PER_VFR,N1-3,NR,NL	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,NO	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,PL	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,PT	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,RO	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,SE	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,HR,PER_VFR,N1-3,NR,SI	194281 	191871 	223612 	139575 u	285954 	330950 	185180 	199998 	: u	191463 	196747 	456256 	364229 
A,HR,PER_VFR,N1-3,NR,SK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,HR,PER_VFR,N1-3,NR,UK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N_GE1,NR,AT	399136 u	: u	: u	: u	397754 u	430879 u	430279 u	543343 u	: u	217244 u	503664 u	785969 	749686 
A,HR,PER_VFR,N_GE1,NR,BE	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,HR,PER_VFR,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HR,PER_VFR,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,HR,PER_VFR,N_GE1,NR,CY	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HR,PER_VFR,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u
